OBJECTID_1;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstig;STRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
122032;1;0;2;0;2018;9;14;7;3;5;3;0;1;1;0;0;0;0;1;574898.5115;6017156.4562;10.150851051;54.296808948
122033;1;0;61;46;2018;9;7;4;3;5;2;0;1;1;0;0;0;0;0;533979.0743;5976215.1317;9.517546515;53.93321417
122034;1;0;56;44;2018;9;18;4;3;5;3;0;0;1;0;0;0;0;0;555285.572;5938709.0412;9.835324533;53.594298706
122035;1;0;62;23;2018;9;18;4;3;5;3;0;0;1;0;0;0;0;1;585188.3099;5945595.3308;10.288913832;53.652174136
122036;1;0;56;49;2018;9;19;4;3;0;2;0;1;0;0;1;0;0;0;544295.7265;5949006.505;9.670756848;53.687894568
122037;1;0;60;63;2018;9;7;2;3;0;7;0;1;0;0;0;0;0;0;565772.8611;5954009.2985;9.996995785;53.730592258
122038;1;0;55;12;2018;9;9;4;3;2;6;0;0;1;0;0;0;0;0;605232.8882;6000798.1405;10.611045391;54.144499137
122039;1;0;3;0;2018;9;5;4;3;0;6;2;1;1;0;0;0;0;0;609212.3593;5969896.6134;10.660847529;53.866046158
122040;1;0;55;46;2018;9;13;6;3;8;1;0;1;0;0;0;0;0;0;631080.1219;6036657.0029;11.022236201;54.460637397
122041;1;0;55;33;2018;9;7;4;3;5;3;0;1;0;0;0;0;0;0;623810.387;6018240.582;10.902486288;54.297038372
122042;1;0;3;0;2018;9;19;3;3;1;5;1;1;1;0;0;0;0;0;612503.4995;5972644.8288;10.711881776;53.890033511
122043;1;0;2;0;2018;9;11;4;3;5;3;0;0;1;0;0;0;0;1;573919.972;6025498.933;10.137886709;54.371913981
122044;1;0;58;138;2018;9;16;4;3;0;4;0;1;0;1;0;0;0;0;566313.3883;6014778.3573;10.018433807;54.276625553
122045;1;0;58;22;2018;9;8;4;2;0;7;0;1;0;0;0;0;0;0;567088.9092;6003515.8909;10.027824802;54.175318436
122046;1;0;2;0;2018;9;20;4;3;3;6;2;0;1;0;1;0;0;0;577177.207;6020540.834;10.186730839;54.326880247
122047;1;0;55;16;2018;9;13;2;3;5;3;0;1;1;0;0;0;0;0;627704.2782;6001240.8803;10.955052966;54.14338313
122048;1;0;54;113;2018;9;21;4;3;0;7;0;1;1;0;0;0;0;0;474774.6471;6018191.8688;8.61227471;54.310981803
122049;1;0;1;0;2018;9;16;4;3;5;3;0;1;1;0;0;0;0;0;527472.6743;6072797.7664;9.427366854;54.801600095
122050;1;0;60;100;2018;9;12;5;3;0;7;0;0;1;0;0;1;0;0;566444.4564;5965174.2075;10.009579877;53.830844555
122051;1;0;61;46;2018;9;6;3;3;4;6;1;0;1;0;0;0;0;1;533985.1145;5976326.1725;9.517650863;53.93421177
122052;1;0;55;42;2018;9;16;3;3;6;4;0;0;1;1;0;0;0;0;616674.9509;5984836.6345;10.779980848;53.998639064
122053;1;0;61;49;2018;9;16;3;3;5;2;0;0;1;0;1;0;0;0;547243.623;5978520.744;9.71992484;53.952895005
122054;1;0;58;15;2018;8;19;4;3;2;6;0;1;1;0;0;0;0;0;536322.9017;5994823.5639;9.555467776;54.100297799
122055;1;0;60;63;2018;9;16;3;3;2;6;0;0;1;0;0;0;0;0;565691.0739;5949630.1493;9.994827301;53.691247169
122056;1;0;60;5;2018;9;16;3;3;5;3;0;0;1;0;0;0;0;0;584751.3279;5978795.7812;10.291439962;53.950582625
122057;1;0;2;0;2018;9;16;1;3;5;3;0;0;1;0;1;0;0;0;576120.9956;6015958.6327;10.169325826;54.285865119
122058;1;0;60;19;2018;9;9;3;3;5;3;0;1;1;0;0;0;0;0;562390.4746;5956843.7154;9.946305097;53.756480918
122059;1;0;3;0;2018;9;16;3;3;6;6;0;0;1;1;0;0;0;0;618573.7997;5975403.924;10.805268381;53.913467862
122060;1;0;56;39;2018;9;15;3;3;0;1;0;1;0;0;0;0;0;0;552526.8539;5945081.774;9.794722094;53.651858108
122061;1;0;58;135;2018;9;17;5;3;5;3;0;1;1;0;0;0;0;0;544141.5926;6017283.0811;9.678324577;54.301529982
122062;1;0;56;15;2018;9;13;3;3;5;2;0;1;1;0;0;0;0;0;544598.4705;5955827.5764;9.67632368;53.749174661
122063;1;0;61;49;2018;9;1;1;2;6;1;2;0;1;1;0;0;0;0;546840.2984;5978244.9341;9.713736952;53.950452891
122064;1;0;53;90;2018;9;10;3;3;5;2;0;0;1;0;1;0;0;0;611725.5998;5942396.3191;10.689109635;53.618438371
122065;1;0;62;1;2018;9;9;3;3;1;5;0;1;1;0;0;0;0;0;581568.819;5948005.6874;10.234797663;53.674411319
122066;1;0;3;0;2018;9;12;5;3;5;2;0;1;1;0;0;0;0;0;610296.736;5970076.537;10.677395128;53.867433361
122067;1;0;55;16;2018;9;17;3;3;3;6;0;1;0;0;0;0;1;0;629075.2259;6004106.6209;10.97725434;54.168781638
122068;1;0;53;32;2018;9;20;3;3;0;1;2;1;0;0;0;0;0;0;591634.1079;5921050.6411;10.379220785;53.430526434
122069;1;0;55;27;2018;9;17;4;3;6;4;0;0;1;1;0;0;0;0;621733.1455;6008953.377;10.866813082;54.214112822
122070;1;0;58;135;2018;9;10;3;2;5;3;0;1;1;0;0;0;0;0;542603.2802;6018325.3824;9.654835712;54.311027614
122071;1;0;62;6;2018;9;20;3;3;1;5;1;1;1;0;0;0;0;0;584501.3883;5953963.191;10.280803854;53.727480321
122072;1;0;55;46;2018;9;11;3;3;0;7;0;1;0;0;0;0;0;0;642772.3586;6034902.0003;11.201630154;54.441724793
122073;1;0;55;28;2018;9;23;7;3;0;1;2;1;0;0;0;0;0;0;602283.2992;6004297.6192;10.567095756;54.176535167
122074;1;0;55;21;2018;9;14;3;3;5;5;0;0;1;0;0;0;0;0;628064.4497;6026961.758;10.971558188;54.37432443
122075;1;0;2;0;2018;9;16;3;3;0;1;0;1;0;0;0;0;0;1;572999.149;6019346.305;10.122207917;54.316761231
122076;1;0;55;32;2018;9;16;3;3;5;2;0;1;1;0;0;0;0;0;619632.9804;5995368.4661;10.829234671;54.092572863
122077;1;0;56;2;2018;9;15;4;3;2;6;0;0;1;0;0;0;0;0;550513.9347;5960262.6477;9.766747752;53.788495008
122078;1;0;57;62;2018;9;8;3;3;5;3;0;1;1;0;0;0;0;1;583017.5656;6010488.1826;10.273722912;54.235637961
122079;1;0;3;0;2018;9;14;3;3;1;5;0;1;1;0;0;0;0;0;611014.4559;5970182.0076;10.68834319;53.868227925
122080;1;0;60;4;2018;9;17;2;3;0;7;0;1;0;0;0;0;0;0;558066.8323;5974633.3958;9.884096486;53.916858192
122081;1;0;58;9;2018;9;12;3;3;6;2;0;0;0;1;0;0;1;0;549334.283;5992067.768;9.753978584;54.074448621
122082;1;0;60;63;2018;9;15;3;3;5;2;0;0;1;0;0;0;0;0;565782.227;5953917.012;9.997118104;53.729761702
122083;1;0;1;0;2018;9;13;3;3;2;6;0;1;0;0;0;0;0;0;527215.0911;6072572.1166;9.423338801;54.799586343
122084;1;0;58;92;2018;9;17;3;3;4;6;0;1;1;0;0;0;0;0;571554.4419;6021069.915;10.100416532;54.332453706
122085;1;0;57;62;2018;9;15;3;3;6;6;0;1;0;1;0;0;0;0;583485.475;6009329.6004;10.280577659;54.225151658
122086;1;0;2;0;2018;9;20;7;3;2;6;2;0;1;0;0;0;0;0;577482.2322;6021164.4851;10.191582005;54.332437836
122087;1;0;59;18;2018;9;5;3;3;5;2;2;0;1;0;1;0;0;0;535326.3471;6036785.2777;9.545186491;54.477480446
122088;1;0;2;0;2018;9;17;3;3;5;3;0;1;1;0;0;0;0;1;573017.745;6021822.6137;10.123099869;54.339009934
122089;1;0;54;87;2018;9;18;3;3;5;3;0;0;1;0;0;0;0;0;466290.08;6060420.965;8.477045197;54.689996478
122090;1;0;58;43;2018;9;13;4;3;1;6;0;0;1;0;1;0;0;0;555307.9249;6037670.9743;9.853694003;54.483655551
122091;1;0;1;0;2018;9;11;3;3;0;7;0;1;0;0;0;0;0;0;527757.0101;6071484.042;9.431664058;54.789778695
122092;1;0;3;0;2018;9;16;2;3;2;3;0;1;1;0;0;0;0;0;611177.7415;5966596.558;10.689527145;53.835980484
122093;1;0;56;39;2018;9;16;2;3;0;1;0;1;0;0;0;0;0;0;552872.4733;5947188.8972;9.800309388;53.670761166
122094;1;0;60;60;2018;9;18;2;3;4;6;0;0;1;0;0;0;1;0;588997.4423;5986721.5173;10.358438512;54.021085814
122095;1;0;59;75;2018;9;8;6;3;0;7;0;1;0;0;0;0;0;0;535098.066;6040235.4563;9.542073712;54.508502263
122096;1;0;56;15;2018;9;15;2;3;0;1;0;1;0;0;0;0;0;0;544175.0771;5955024.287;9.669788688;53.741991002
122097;1;0;53;116;2018;9;12;2;2;0;7;0;1;0;0;0;0;0;0;598853.7071;5930030.6591;10.490672249;53.509914109
122098;1;0;62;6;2018;9;7;2;3;6;6;0;1;0;1;0;0;0;0;583400.6869;5954356.445;10.264230835;53.731191282
122099;1;0;62;6;2018;9;9;6;3;6;4;0;0;1;1;0;0;0;0;583533.4275;5954201.2385;10.266200531;53.729775336
122100;1;0;55;4;2018;9;19;2;3;4;6;0;1;1;0;0;0;0;0;610523.744;5975381.9943;10.682759963;53.915050396
122101;1;0;2;0;2018;9;12;3;3;0;7;0;1;0;0;0;0;0;1;573536.2074;6020305.3296;10.130698597;54.325301657
122102;1;0;55;4;2018;9;13;2;3;0;7;0;1;0;0;0;0;0;0;609617.9418;5974791.006;10.668763561;53.909933236
122103;1;0;4;0;2018;9;19;2;3;0;7;0;1;0;0;0;0;0;0;565827.5559;5994946.0898;10.006634521;54.09847079
122104;1;0;2;0;2018;9;18;2;3;5;2;0;1;1;0;0;0;0;0;573863.503;6025502.5401;10.137018539;54.371954582
122105;1;0;4;0;2018;9;12;2;2;0;7;0;0;0;0;1;0;0;0;562774.0444;5992514.6599;9.959443416;54.077002184
122106;1;0;54;76;2018;9;10;2;3;5;3;0;1;1;0;0;0;0;0;498733.97;6069033.292;8.980321676;54.768520565
122107;1;0;62;4;2018;9;11;5;3;0;1;0;1;0;0;0;0;0;0;590509.8705;5962990.9626;10.374495245;53.807593221
122108;1;0;59;75;2018;9;19;3;3;0;7;1;1;0;0;0;0;0;1;537206.718;6041760.334;9.574831512;54.522055506
122109;1;0;59;185;2018;9;12;2;3;1;6;0;0;1;0;0;0;0;0;538911.4192;6060674.4276;9.603676801;54.691899168
122110;1;0;56;19;2018;9;15;4;3;4;6;0;0;1;0;0;0;0;0;538329.1627;5946873.0265;9.580148905;53.669190827
122111;1;0;3;0;2018;9;15;3;3;5;3;0;1;1;0;0;0;0;0;611428.6477;5971256.916;10.695029873;53.877796335
122112;1;0;51;44;2018;9;18;2;3;5;2;0;1;1;0;0;0;0;0;506824.7283;6005367.4789;9.104608355;54.196299758
122113;1;0;60;28;2018;9;1;1;3;5;3;2;1;1;0;0;0;0;0;570755.9323;5989467.8746;10.080705484;54.048588487
122114;1;0;62;88;2018;9;9;1;3;2;6;0;1;0;0;0;0;0;0;585450.6092;5941150.8228;10.291660784;53.61219219
122115;1;0;62;14;2018;9;2;1;3;1;5;2;1;1;0;0;0;0;0;582799.5032;5951310.6198;10.254305505;53.703916707
122116;1;0;62;4;2018;9;21;1;3;0;7;2;1;0;0;0;0;0;0;591376.9513;5964232.5312;10.388027225;53.818597817
122117;1;0;62;4;2018;9;15;1;3;0;1;0;1;0;0;0;0;0;0;591327.1004;5964069.8646;10.387221947;53.817144926
122118;1;0;51;74;2018;9;17;2;3;0;1;0;1;0;0;0;0;0;0;504897.3107;5992414.3758;9.074855019;54.079903157
122119;1;0;62;69;2018;9;15;1;3;0;7;0;1;0;0;0;0;0;0;585831.9524;5943196.7418;10.297987499;53.630514848
122120;1;0;55;21;2018;9;7;5;3;1;5;0;1;1;0;0;0;0;0;627573.5056;6026640.1477;10.963867101;54.371558853
122121;1;0;60;63;2018;9;22;2;3;0;7;2;1;0;0;0;0;0;0;567492.784;5948675.287;10.021899926;53.682436178
122122;1;0;55;44;2018;9;15;1;3;6;6;0;1;1;1;0;0;0;0;615994.9851;5986043.2827;10.770072859;54.009632261
122123;1;0;60;63;2018;9;16;3;3;2;2;0;0;1;0;0;0;0;0;565176.8393;5946761.7771;9.986438473;53.665533329
122124;1;0;2;0;2018;9;11;4;3;0;7;0;1;0;0;0;0;0;0;573406.648;6021699.7599;10.129050127;54.337850201
122125;1;0;58;53;2018;9;14;3;3;0;2;0;1;0;0;0;0;1;0;569082.1556;6010908.0706;10.060055802;54.241480636
122126;1;0;55;44;2018;9;17;1;3;0;7;0;1;0;0;0;0;0;0;614589.2157;5989375.1223;10.749888455;54.039878335
122127;1;0;3;0;2018;9;12;1;3;5;2;0;0;1;0;0;0;0;0;611174.367;5969257.737;10.690439128;53.85988986
122128;1;0;55;12;2018;9;19;7;3;4;6;0;0;1;0;0;0;0;0;604082.6386;6000030.3914;10.593178566;54.137835788
122129;1;0;55;21;2018;9;15;1;2;0;1;0;1;0;0;0;0;0;0;628478.4145;6025861.334;10.977451894;54.364336207
122130;1;0;60;4;2018;9;12;2;3;6;4;0;0;1;1;0;0;0;0;557910.39;5974945.138;9.881773918;53.919677322
122131;1;0;4;0;2018;9;2;1;3;0;1;2;1;0;0;0;0;0;0;564846.7254;5997112.2484;9.992102805;54.118061288
122132;1;0;4;0;2018;9;17;1;3;0;1;0;1;0;0;0;0;0;0;563873.4217;5991672.678;9.976066201;54.069300554
122133;1;0;2;0;2018;9;9;1;3;5;3;0;1;1;0;0;0;0;0;575453.071;6027508.03;10.161990964;54.389742007
122134;1;0;2;0;2018;9;15;1;3;0;7;0;1;0;0;0;0;0;0;571963.9782;6018845.5988;10.106176963;54.312408953
122135;1;0;62;76;2018;9;16;2;2;8;1;0;0;1;0;0;0;0;0;573568.2515;5953039.9154;10.114905773;53.720839596
122136;1;0;2;0;2018;9;5;1;2;1;5;2;1;1;0;0;0;0;0;573379.0892;6021718.4114;10.128630933;54.338021762
122137;1;0;2;0;2018;9;14;5;3;4;6;0;1;0;0;0;0;0;0;577922.7734;6020630.255;10.198215786;54.327570454
122138;1;0;56;44;2018;9;12;2;3;0;7;0;1;0;0;0;0;0;0;554989.7278;5939082.2686;9.83092088;53.597684235
122139;1;0;59;171;2018;9;18;1;3;2;6;0;1;1;0;0;0;0;0;526280.3955;6057857.8398;9.407470738;54.667405011
122140;1;0;62;60;2018;9;12;3;3;6;2;0;0;1;1;0;0;0;0;582663.2842;5930581.8369;10.246742566;53.517661878
122141;1;0;51;44;2018;9;12;2;3;5;3;0;1;1;0;0;0;0;0;506362.9182;6006205.282;9.097547548;54.203835538
122142;1;0;54;164;2018;9;8;1;3;4;6;0;1;1;0;0;0;0;0;471096.3574;6060244.2432;8.551621565;54.688707125
122143;1;0;2;0;2018;9;7;4;3;5;2;0;1;0;0;0;0;1;1;571043.5274;6022947.3904;10.093008395;54.349395654
122144;1;0;54;168;2018;9;4;1;3;0;7;2;1;0;0;0;0;0;1;456443.8168;6084079.7937;8.320751671;54.901841711
122145;1;0;60;89;2018;9;15;6;3;5;2;0;1;0;0;1;0;0;0;579599.297;5988666.328;10.215534539;54.04009658
122146;1;0;51;74;2018;9;13;7;3;2;6;0;0;1;0;0;0;1;0;504512.5957;5993187.9332;9.068986214;54.086859239
122147;1;0;56;39;2018;9;14;2;3;5;3;0;1;0;0;0;0;0;0;552701.2171;5944474.4646;9.797256927;53.646382331
122148;1;0;61;37;2018;9;19;7;2;5;3;1;1;1;0;0;0;0;0;531866.1027;5959789.246;9.483658931;53.785715831
122149;1;0;56;15;2018;9;7;2;3;2;6;0;0;1;0;0;0;1;0;546267.7912;5954903.0271;9.701498003;53.740719658
122150;1;0;60;63;2018;9;16;7;3;0;7;0;1;0;0;0;0;0;0;564580.539;5949345.26;9.977952714;53.688825326
122151;1;0;53;116;2018;9;17;7;2;6;3;0;0;1;1;0;0;0;0;597688.733;5928709.638;10.472699784;53.498261536
122152;1;0;62;88;2018;9;14;4;3;0;7;0;0;0;1;0;0;1;0;585502.1737;5938394.8934;10.291684177;53.587418351
122153;1;0;60;39;2018;9;8;2;3;5;3;0;0;1;0;0;0;0;0;564450.683;5961680.856;9.978559104;53.799701291
122154;1;0;62;53;2018;9;20;7;3;5;3;2;0;1;0;0;0;0;0;576602.49;5933918.39;10.15617037;53.548564925
122155;1;0;56;39;2018;9;12;2;3;1;7;0;0;1;0;0;0;1;0;553576.5077;5945963.9356;9.810753559;53.659680115
122156;1;0;55;32;2018;9;17;7;3;8;1;0;1;0;0;0;0;0;0;620334.6499;5995242.2455;10.839907191;54.091275477
122157;1;0;55;2;2018;9;12;7;2;0;7;0;1;0;0;0;0;0;0;616508.1082;5999872.4586;10.783216189;54.133750681
122158;1;0;3;0;2018;9;23;6;3;1;1;2;1;1;0;0;0;0;0;610989.6364;5969507.8711;10.687722048;53.862176644
122159;1;0;3;0;2018;9;2;7;3;6;7;2;0;1;1;0;0;0;0;610903.4632;5969757.1009;10.686502389;53.864434196
122160;1;0;60;63;2018;9;10;2;3;6;3;0;0;1;1;0;0;0;0;565986.7317;5952101.8737;9.999830415;53.713423284
122161;1;0;54;113;2018;9;15;7;3;0;1;0;1;0;0;0;0;0;0;475952.867;6017238.2;8.630460846;54.302467766
122162;1;0;61;46;2018;8;12;6;3;3;6;0;1;1;0;0;0;0;0;534001.6628;5975724.6294;9.517835974;53.928804223
122163;1;0;54;46;2018;9;13;2;2;0;1;0;1;0;0;0;0;0;0;454466.3697;6068401.6319;8.292384732;54.760781721
122164;1;0;60;5;2018;8;7;6;3;1;5;0;1;1;0;0;0;0;0;585495.5486;5976791.9504;10.302216208;53.932454416
122165;1;0;55;32;2018;9;20;2;2;6;4;2;0;1;1;0;0;0;0;620477.043;5995258.0543;10.842089421;54.091384188
122166;1;0;60;44;2018;8;10;6;2;0;7;0;0;0;0;1;0;0;0;563636.8929;5965315.2642;9.966956832;53.832463574
122167;1;0;56;24;2018;8;8;6;3;1;2;0;0;1;0;0;0;0;0;543389.61;5945266.6742;9.656514043;53.654357678
122168;1;0;60;63;2018;9;18;5;3;5;3;0;0;1;0;0;0;0;0;565066.1762;5946336.679;9.984674818;53.661726715
122169;1;0;60;63;2018;8;21;6;3;0;1;2;1;0;0;0;0;0;0;565741.1687;5951735.0013;9.996032378;53.710157193
122170;1;0;55;46;2018;9;15;2;3;0;1;0;1;0;0;0;0;0;0;645858.0241;6035755.0115;11.24959267;54.448509072
122171;1;0;60;4;2018;8;19;6;3;6;7;0;1;0;1;0;0;0;0;557617.3241;5973718.3704;9.877081052;53.90868505
122172;1;0;2;0;2018;8;8;4;3;4;6;0;0;1;0;0;0;0;0;575019.7859;6022477.0639;10.154051544;54.34460008
122173;1;0;3;0;2018;8;7;6;3;1;5;0;0;1;0;0;0;0;0;611374.9493;5969810.2273;10.693688089;53.864810552
122174;1;0;55;32;2018;8;7;6;3;6;1;0;1;0;1;0;0;0;0;619057.9403;5997659.6344;10.821348933;54.113288238
122175;1;0;58;171;2018;9;17;1;3;5;2;0;1;1;0;0;0;0;0;558252.913;6014084.356;9.894524673;54.271370811
122176;1;0;3;0;2018;8;16;6;3;5;2;0;0;1;0;0;0;0;0;619668.7422;5976059.5005;10.822185942;53.919105531
122177;1;0;55;46;2018;9;18;2;3;5;3;0;1;1;0;0;0;0;0;642457.1725;6033764.5692;11.196227027;54.431598349
122178;1;0;3;0;2018;8;12;6;3;6;4;0;1;0;1;0;0;0;0;622490.2582;5980278.1333;10.86681561;53.956343143
122179;1;0;58;135;2018;9;18;5;3;1;5;0;0;1;0;0;0;0;0;543008.5998;6016803.2527;9.660846095;54.29731447
122180;1;0;57;91;2018;9;10;2;3;2;6;0;0;0;0;1;0;1;0;580348.4555;6016032.9942;10.234269313;54.285886274
122181;1;0;55;16;2018;8;12;6;3;1;7;0;1;1;0;0;0;0;0;628040.1407;6002030.0979;10.960526445;54.150388648
122182;1;0;4;0;2018;8;8;6;3;5;3;0;1;1;0;0;0;0;0;563648.5638;5993129.7228;9.972936793;54.082422124
122183;1;0;55;46;2018;9;15;5;2;6;4;0;0;1;1;0;0;0;0;638935.9582;6039542.5118;11.144696257;54.484463987
122184;1;0;4;0;2018;8;20;6;3;4;6;1;1;1;0;0;0;0;0;563235.5713;5990344.6056;9.966043548;54.057444456
122185;1;0;53;90;2018;9;12;4;3;0;1;0;1;0;0;0;0;0;0;611936.0702;5943833.7332;10.692806934;53.631307965
122186;1;0;55;42;2018;9;19;3;3;0;2;1;1;0;0;0;0;0;0;619797.7343;5984248.7239;10.827363955;53.992642931
122187;1;0;4;0;2018;8;9;6;3;5;3;0;0;1;0;0;0;0;0;566076.658;5988366.165;10.009008426;54.039308921
122188;1;0;58;43;2018;8;18;6;3;5;3;0;0;1;0;0;0;0;0;555327.2501;6037386.1829;9.853938933;54.481094253
122189;1;0;3;0;2018;9;11;7;3;0;1;0;1;0;0;0;0;0;0;610686.3521;5969962.5089;10.683276466;53.866325969
122190;1;0;57;57;2018;8;11;6;3;5;3;0;1;1;0;0;0;0;0;591933.0295;6002054.4336;10.407889269;54.158338718
122191;1;0;57;62;2018;8;13;6;3;5;3;0;0;1;0;0;0;0;0;583277.502;6010302.3045;10.277658376;54.233925581
122192;1;0;56;41;2018;9;9;4;3;0;7;0;0;0;0;1;0;0;1;560141.391;5953261.63;9.911500136;53.724552525
122193;1;0;57;73;2018;8;16;6;2;3;2;0;0;1;0;1;0;0;0;589225.006;6028160.306;10.374214755;54.393375788
122194;1;0;60;63;2018;9;16;2;3;3;6;0;1;1;0;0;0;0;0;565112.442;5953576.2176;9.986895529;53.726783021
122195;1;0;2;0;2018;8;8;6;3;6;2;0;0;1;1;0;0;0;0;576654.243;6017160.0252;10.177823375;54.296580639
122196;1;0;59;77;2018;8;14;6;3;0;7;0;1;0;0;0;0;0;0;530547.3553;6040630.7229;9.471833821;54.51234908
122197;1;0;53;83;2018;9;20;6;3;0;1;1;1;0;0;0;0;0;0;603445.318;5915248.4789;10.555025527;53.376206572
122198;1;0;59;171;2018;9;13;4;3;6;4;0;0;1;1;0;0;0;0;525098.0032;6058220.7192;9.389169709;54.670726365
122199;1;0;2;0;2018;9;17;3;3;6;4;0;1;0;1;0;0;0;0;573574.1134;6019187.0959;10.131005644;54.3152481
122200;1;0;59;45;2018;8;20;6;3;2;2;2;0;1;0;0;0;0;0;563894.958;6057568.877;9.9905433;54.66144403
122201;1;0;56;18;2018;8;6;5;3;5;3;1;0;0;0;1;0;1;1;555350.3801;5942785.0069;9.837027857;53.630924781
122202;1;0;57;74;2018;9;4;7;2;9;1;2;0;1;0;0;0;0;1;580728.2386;6019801.2848;10.241120038;54.319685861
122203;1;0;56;49;2018;8;9;5;3;5;3;0;1;1;0;0;0;0;1;544502.1455;5948262.1476;9.67377555;53.681186911
122204;1;0;56;15;2018;8;8;5;2;0;7;0;0;1;0;0;0;0;1;542949.042;5956338.508;9.651383395;53.753905282
122205;1;0;3;0;2018;9;15;4;2;2;7;0;0;1;0;0;0;0;1;622496.6399;5980230.0263;10.866893502;53.955909477
122206;1;0;56;50;2018;8;11;5;3;1;5;0;1;1;0;0;0;0;1;546496.4737;5936504.073;9.702211119;53.575334031
122207;1;0;55;7;2018;9;19;2;3;8;1;0;0;1;0;0;0;0;0;598411.4162;5993353.1019;10.50423046;54.078959912
122208;1;0;56;44;2018;8;7;5;3;5;2;1;0;1;0;0;0;0;1;555556.727;5940292.837;9.839703279;53.608504486
122209;1;0;60;63;2018;8;8;5;3;5;3;0;1;1;0;0;0;0;1;564424.862;5946554.675;9.975016304;53.663765275
122210;1;0;58;126;2018;9;10;6;3;5;7;0;0;1;0;0;0;0;0;568700.9348;6022082.4125;10.056774964;54.341944042
122211;1;0;62;4;2018;8;6;5;3;2;6;1;0;1;0;0;0;0;1;590183.4923;5962835.4689;10.369494839;53.806252698
122212;1;0;56;18;2018;9;15;3;3;6;1;0;0;1;1;0;0;0;0;555539.6929;5943207.1208;9.839965725;53.634698481
122213;1;0;62;60;2018;8;14;5;3;2;6;0;0;1;0;0;0;0;1;581669.375;5931184.2641;10.23191314;53.523230981
122214;1;0;3;0;2018;8;18;5;3;0;1;1;0;0;0;1;0;0;1;611756.4284;5966970.4541;10.69845295;53.839215516
122215;1;0;4;0;2018;8;14;5;3;2;6;0;1;1;0;0;0;0;1;565420.6028;5990765.8838;9.999509435;54.060957561
122216;1;0;51;11;2018;8;7;4;3;0;7;0;1;0;0;0;0;0;0;508525.815;5972803.2806;9.129767121;53.903593178
122217;1;0;3;0;2018;9;8;2;3;5;2;0;0;1;0;0;0;0;0;622086.9285;5981082.4371;10.860994106;53.963663721
122218;1;0;61;46;2018;8;14;4;3;3;2;0;1;1;0;0;0;0;0;534071.765;5975062.5787;9.518829769;53.922849329
122219;1;0;51;44;2018;8;17;4;3;4;6;0;0;1;0;0;0;0;0;507112.563;6006460.3919;9.109046091;54.20611851
122220;1;0;53;32;2018;9;7;5;3;5;3;0;1;1;0;0;0;0;0;590796.7608;5921822.39;10.366844037;53.437606369
122221;1;0;56;47;2018;8;21;4;3;7;1;2;0;0;0;1;0;0;0;556645.2186;5948478.8266;9.85764458;53.681959075
122222;1;0;60;89;2018;9;18;4;2;5;3;0;1;1;0;0;0;0;0;579066.586;5988460.916;10.207348189;54.038332714
122223;1;0;3;0;2018;9;9;3;3;3;6;0;1;1;0;0;0;0;0;609424.8151;5969448.5688;10.663917174;53.861976035
122224;1;0;2;0;2018;8;17;4;3;0;1;0;1;1;0;0;0;0;0;570250.2484;6022965.9474;10.08081055;54.349672297
122225;1;0;2;0;2018;9;6;2;3;5;2;0;0;1;0;1;0;0;0;573053.5208;6022125.1549;10.123724174;54.341723349
122226;1;0;57;62;2018;9;4;1;3;9;1;2;0;1;0;0;0;0;0;583119.0265;6010177.2548;10.27519304;54.232827712
122227;1;0;53;32;2018;10;16;5;2;2;6;0;0;1;0;1;0;0;0;591304.712;5921021.9272;10.374256161;53.43032554
122228;1;0;55;40;2018;9;10;7;3;5;2;0;1;1;0;0;0;0;0;607707.012;5973326.763;10.639170656;53.897178588
122229;1;0;3;0;2018;10;13;2;3;6;4;0;0;1;1;0;0;0;0;613223.118;5970167.1387;10.721911185;53.867617254
122230;1;0;58;140;2018;9;18;7;3;5;3;0;0;1;0;0;0;0;0;547204.052;6018088.986;9.725508753;54.308498641
122231;1;0;3;0;2018;10;15;5;3;5;3;0;1;1;0;0;0;0;0;616759.275;5971573.807;10.776197014;53.879471085
122232;1;0;2;0;2018;10;16;4;3;2;6;0;0;1;0;0;0;0;0;574476.7772;6018881.3172;10.144802367;54.312369617
122233;1;0;2;0;2018;9;18;7;3;5;2;1;0;1;0;1;0;0;0;572911.3187;6019289.6229;10.120844153;54.316264451
122234;1;0;58;28;2018;10;12;7;2;5;3;0;1;1;0;0;0;0;0;555908.7538;6020407.8645;9.859715783;54.328458375
122235;1;0;57;57;2018;9;12;7;3;5;7;0;1;1;0;0;0;0;0;594321.8883;6001970.8126;10.444434097;54.157154217
122236;1;0;57;48;2018;9;9;7;3;6;2;0;0;1;1;0;0;0;0;603216.3995;6017403.0321;10.585894771;54.294089071
122237;1;0;60;12;2018;10;8;7;3;4;6;0;0;1;0;0;0;1;0;580163.6756;5992039.3967;10.225042329;54.070318824
122238;1;0;57;85;2018;10;11;6;3;5;3;0;1;1;0;0;0;0;0;578786.4934;5996972.3089;10.205286048;54.114857379
122239;1;0;60;63;2018;9;12;6;3;6;4;0;0;1;1;0;0;0;0;566739.6524;5952666.7259;10.011358489;53.718403849
